  0.00000000  0.00000000  1.00000000
  0.00000000  0.00224719  0.99775281
  0.00000000  0.00449438  0.99550562
  0.00000000  0.00674157  0.99325843
  0.00000000  0.00898876  0.99101124
  0.00000000  0.01123596  0.98876404
  0.00000000  0.01348315  0.98651685
  0.00000000  0.01573034  0.98426966
  0.00000000  0.01797753  0.98202247
  0.00000000  0.02022472  0.97977528
  0.00000000  0.02247191  0.97752809
  0.00000000  0.02471910  0.97528090
  0.00000000  0.02696629  0.97303371
  0.00000000  0.02921348  0.97078652
  0.00000000  0.03146067  0.96853933
  0.00000000  0.03370787  0.96629213
  0.00000000  0.03595506  0.96404494
  0.00000000  0.03820225  0.96179775
  0.00000000  0.04044944  0.95955056
  0.00000000  0.04269663  0.95730337
  0.00000000  0.04494382  0.95505618
  0.00000000  0.04719101  0.95280899
  0.00000000  0.04943820  0.95056180
  0.00000000  0.05168539  0.94831461
  0.00000000  0.05393258  0.94606742
  0.00000000  0.05617978  0.94382022
  0.00000000  0.05842697  0.94157303
  0.00000000  0.06067416  0.93932584
  0.00000000  0.06292135  0.93707865
  0.00000000  0.06516854  0.93483146
  0.00000000  0.06741573  0.93258427
  0.00000000  0.06966292  0.93033708
  0.00000000  0.07191011  0.92808989
  0.00000000  0.07415730  0.92584270
  0.00000000  0.07640449  0.92359551
  0.00000000  0.07865169  0.92134831
  0.00000000  0.08089888  0.91910112
  0.00000000  0.08314607  0.91685393
  0.00000000  0.08539326  0.91460674
  0.00000000  0.08764045  0.91235955
  0.00000000  0.08988764  0.91011236
  0.00000000  0.09213483  0.90786517
  0.00000000  0.09438202  0.90561798
  0.00000000  0.09662921  0.90337079
  0.00000000  0.09887640  0.90112360
  0.00000000  0.10112360  0.89887640
  0.00000000  0.10337079  0.89662921
  0.00000000  0.10561798  0.89438202
  0.00000000  0.10786517  0.89213483
  0.00000000  0.11011236  0.88988764
  0.00000000  0.11235955  0.88764045
  0.00000000  0.11460674  0.88539326
  0.00000000  0.11685393  0.88314607
  0.00000000  0.11910112  0.88089888
  0.00000000  0.12134831  0.87865169
  0.00000000  0.12359551  0.87640449
  0.00000000  0.12584270  0.87415730
  0.00000000  0.12808989  0.87191011
  0.00000000  0.13033708  0.86966292
  0.00000000  0.13258427  0.86741573
  0.00000000  0.13483146  0.86516854
  0.00000000  0.13707865  0.86292135
  0.00000000  0.13932584  0.86067416
  0.00000000  0.14157303  0.85842697
  0.00000000  0.14382022  0.85617978
  0.00000000  0.14606742  0.85393258
  0.00000000  0.14831461  0.85168539
  0.00000000  0.15056180  0.84943820
  0.00000000  0.15280899  0.84719101
  0.00000000  0.15505618  0.84494382
  0.00000000  0.15730337  0.84269663
  0.00000000  0.15955056  0.84044944
  0.00000000  0.16179775  0.83820225
  0.00000000  0.16404494  0.83595506
  0.00000000  0.16629213  0.83370787
  0.00000000  0.16853933  0.83146067
  0.00000000  0.17078652  0.82921348
  0.00000000  0.17303371  0.82696629
  0.00000000  0.17528090  0.82471910
  0.00000000  0.17752809  0.82247191
  0.00000000  0.17977528  0.82022472
  0.00000000  0.18202247  0.81797753
  0.00000000  0.18426966  0.81573034
  0.00000000  0.18651685  0.81348315
  0.00000000  0.18876404  0.81123596
  0.00000000  0.19101124  0.80898876
  0.00000000  0.19325843  0.80674157
  0.00000000  0.19550562  0.80449438
  0.00000000  0.19775281  0.80224719
  0.00000000  0.20000000  0.80000000
  0.00000000  0.20224719  0.79775281
  0.00000000  0.20449438  0.79550562
  0.00000000  0.20674157  0.79325843
  0.00000000  0.20898876  0.79101124
  0.00000000  0.21123596  0.78876404
  0.00000000  0.21348315  0.78651685
  0.00000000  0.21573034  0.78426966
  0.00000000  0.21797753  0.78202247
  0.00000000  0.22022472  0.77977528
  0.00000000  0.22247191  0.77752809
  0.00000000  0.22471910  0.77528090
  0.00000000  0.22696629  0.77303371
  0.00000000  0.22921348  0.77078652
  0.00000000  0.23146067  0.76853933
  0.00000000  0.23370787  0.76629213
  0.00000000  0.23595506  0.76404494
  0.00000000  0.23820225  0.76179775
  0.00000000  0.24044944  0.75955056
  0.00000000  0.24269663  0.75730337
  0.00000000  0.24494382  0.75505618
  0.00000000  0.24719101  0.75280899
  0.00000000  0.24943820  0.75056180
  0.00000000  0.25168539  0.74831461
  0.00000000  0.25393258  0.74606742
  0.00000000  0.25617978  0.74382022
  0.00000000  0.25842697  0.74157303
  0.00000000  0.26067416  0.73932584
  0.00000000  0.26292135  0.73707865
  0.00000000  0.26516854  0.73483146
  0.00000000  0.26741573  0.73258427
  0.00000000  0.26966292  0.73033708
  0.00000000  0.27191011  0.72808989
  0.00000000  0.27415730  0.72584270
  0.00000000  0.27640449  0.72359551
  0.00000000  0.27865169  0.72134831
  0.00000000  0.28089888  0.71910112
  0.00000000  0.28314607  0.71685393
  0.00000000  0.28539326  0.71460674
  0.00000000  0.28764045  0.71235955
  0.00000000  0.28988764  0.71011236
  0.00000000  0.29213483  0.70786517
  0.00000000  0.29438202  0.70561798
  0.00000000  0.29662921  0.70337079
  0.00000000  0.29887640  0.70112360
  0.00000000  0.30112360  0.69887640
  0.00000000  0.30337079  0.69662921
  0.00000000  0.30561798  0.69438202
  0.00000000  0.30786517  0.69213483
  0.00000000  0.31011236  0.68988764
  0.00000000  0.31235955  0.68764045
  0.00000000  0.31460674  0.68539326
  0.00000000  0.31685393  0.68314607
  0.00000000  0.31910112  0.68089888
  0.00000000  0.32134831  0.67865169
  0.00000000  0.32359551  0.67640449
  0.00000000  0.32584270  0.67415730
  0.00000000  0.32808989  0.67191011
  0.00000000  0.33033708  0.66966292
  0.00000000  0.33258427  0.66741573
  0.00000000  0.33483146  0.66516854
  0.00000000  0.33707865  0.66292135
  0.00000000  0.33932584  0.66067416
  0.00000000  0.34157303  0.65842697
  0.00000000  0.34382022  0.65617978
  0.00000000  0.34606742  0.65393258
  0.00000000  0.34831461  0.65168539
  0.00000000  0.35056180  0.64943820
  0.00000000  0.35280899  0.64719101
  0.00000000  0.35505618  0.64494382
  0.00000000  0.35730337  0.64269663
  0.00000000  0.35955056  0.64044944
  0.00000000  0.36179775  0.63820225
  0.00000000  0.36404494  0.63595506
  0.00000000  0.36629213  0.63370787
  0.00000000  0.36853933  0.63146067
  0.00000000  0.37078652  0.62921348
  0.00000000  0.37303371  0.62696629
  0.00000000  0.37528090  0.62471910
  0.00000000  0.37752809  0.62247191
  0.00000000  0.37977528  0.62022472
  0.00000000  0.38202247  0.61797753
  0.00000000  0.38426966  0.61573034
  0.00000000  0.38651685  0.61348315
  0.00000000  0.38876404  0.61123596
  0.00000000  0.39101124  0.60898876
  0.00000000  0.39325843  0.60674157
  0.00000000  0.39550562  0.60449438
  0.00000000  0.39775281  0.60224719
  0.00000000  0.40000000  0.60000000
  0.00000000  0.40224719  0.59775281
  0.00000000  0.40449438  0.59550562
  0.00000000  0.40674157  0.59325843
  0.00000000  0.40898876  0.59101124
  0.00000000  0.41123596  0.58876404
  0.00000000  0.41348315  0.58651685
  0.00000000  0.41573034  0.58426966
  0.00000000  0.41797753  0.58202247
  0.00000000  0.42022472  0.57977528
  0.00000000  0.42247191  0.57752809
  0.00000000  0.42471910  0.57528090
  0.00000000  0.42696629  0.57303371
  0.00000000  0.42921348  0.57078652
  0.00000000  0.43146067  0.56853933
  0.00000000  0.43370787  0.56629213
  0.00000000  0.43595506  0.56404494
  0.00000000  0.43820225  0.56179775
  0.00000000  0.44044944  0.55955056
  0.00000000  0.44269663  0.55730337
  0.00000000  0.44494382  0.55505618
  0.00000000  0.44719101  0.55280899
  0.00000000  0.44943820  0.55056180
  0.00000000  0.45168539  0.54831461
  0.00000000  0.45393258  0.54606742
  0.00000000  0.45617978  0.54382022
  0.00000000  0.45842697  0.54157303
  0.00000000  0.46067416  0.53932584
  0.00000000  0.46292135  0.53707865
  0.00000000  0.46516854  0.53483146
  0.00000000  0.46741573  0.53258427
  0.00000000  0.46966292  0.53033708
  0.00000000  0.47191011  0.52808989
